chic_feature	atac_feature	rna_feature
1047946_ENSG00000156603_MED19		ENSG00000156603_MED19
1047968_ENSG00000156603_MED19		ENSG00000156603_MED19
1047980_ENSG00000156603_MED19		ENSG00000156603_MED19
1047981_ENSG00000156603_MED19		ENSG00000156603_MED19
1048001_ENSG00000156603_MED19		ENSG00000156603_MED19
1048025_ENSG00000156603_MED19		ENSG00000156603_MED19
1049408_ENSG00000186660_ZFP91		ENSG00000186660_ZFP91
1049577_ENSG00000186660_ZFP91		ENSG00000186660_ZFP91
1049641_ENSG00000186660_ZFP91		ENSG00000186660_ZFP91
1049642_ENSG00000186660_ZFP91		ENSG00000186660_ZFP91
1053600_ENSG00000110079_MS4A4A	Peak_3180	ENSG00000110079_MS4A4A
1053600_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053604_ENSG00000110079_MS4A4A	Peak_3180	ENSG00000110079_MS4A4A
1053604_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053604_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053608_ENSG00000110079_MS4A4A	Peak_3180	ENSG00000110079_MS4A4A
1053608_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053608_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053609_ENSG00000110079_MS4A4A	Peak_3180	ENSG00000110079_MS4A4A
1053609_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053609_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053612_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053612_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053620_ENSG00000110079_MS4A4A	Peak_3182	ENSG00000110079_MS4A4A
1053620_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053627_ENSG00000110077_MS4A6A	Peak_3184	ENSG00000110077_MS4A6A
1053627_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053632_ENSG00000110077_MS4A6A	Peak_3184	ENSG00000110077_MS4A6A
1053632_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053633_ENSG00000110079_MS4A4A	Peak_3184	ENSG00000110079_MS4A4A
1053637_ENSG00000110077_MS4A6A	Peak_3189	ENSG00000110077_MS4A6A
1053637_ENSG00000110079_MS4A4A	Peak_3189	ENSG00000110079_MS4A4A
1053651_ENSG00000110077_MS4A6A	Peak_3189	ENSG00000110077_MS4A6A
1053651_ENSG00000110079_MS4A4A	Peak_3189	ENSG00000110079_MS4A4A
1053654_ENSG00000110077_MS4A6A	Peak_3189	ENSG00000110077_MS4A6A
1053654_ENSG00000110079_MS4A4A	Peak_3189	ENSG00000110079_MS4A4A
1053656_ENSG00000110077_MS4A6A	Peak_3189	ENSG00000110077_MS4A6A
1053656_ENSG00000110079_MS4A4A	Peak_3189	ENSG00000110079_MS4A4A
1053659_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053659_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053665_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053665_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053668_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053668_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053669_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053669_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053675_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053675_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053676_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053676_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053677_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053677_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053681_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053681_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053693_ENSG00000110077_MS4A6A		ENSG00000110077_MS4A6A
1053693_ENSG00000110079_MS4A4A		ENSG00000110079_MS4A4A
1053698_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053698_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053702_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053702_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053705_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053705_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053705_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053705_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053707_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053707_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053707_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053707_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053709_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053709_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053709_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053709_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053712_ENSG00000110077_MS4A6A	Peak_3193	ENSG00000110077_MS4A6A
1053712_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053712_ENSG00000110079_MS4A4A	Peak_3193	ENSG00000110079_MS4A4A
1053712_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053718_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053718_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053718_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053718_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053723_ENSG00000110077_MS4A6A	Peak_3194	ENSG00000110077_MS4A6A
1053723_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053723_ENSG00000110079_MS4A4A	Peak_3194	ENSG00000110079_MS4A4A
1053723_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053727_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053727_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053729_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053729_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053730_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053730_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053730_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053730_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053731_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053731_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053731_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053731_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053735_ENSG00000110077_MS4A6A	Peak_3198	ENSG00000110077_MS4A6A
1053735_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053735_ENSG00000110079_MS4A4A	Peak_3198	ENSG00000110079_MS4A4A
1053735_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053736_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053736_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053739_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053739_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053741_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053741_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053745_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053745_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053748_ENSG00000110077_MS4A6A	Peak_3200	ENSG00000110077_MS4A6A
1053748_ENSG00000110079_MS4A4A	Peak_3200	ENSG00000110079_MS4A4A
1053752_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053752_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053755_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053755_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053760_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053760_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053761_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053761_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053763_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053763_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053764_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053764_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053765_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053765_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053766_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053766_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053773_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053773_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053777_ENSG00000110077_MS4A6A	Peak_3202	ENSG00000110077_MS4A6A
1053777_ENSG00000110079_MS4A4A	Peak_3202	ENSG00000110079_MS4A4A
1053787_ENSG00000110077_MS4A6A	Peak_3204	ENSG00000110077_MS4A6A
1053787_ENSG00000110079_MS4A4A	Peak_3204	ENSG00000110079_MS4A4A
929092_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929095_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929100_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929101_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929105_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929108_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929110_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929115_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929120_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929122_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929123_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929126_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929127_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929130_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929131_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929133_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929137_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929138_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929144_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
1055290_ENSG00000110108_TMEM109		ENSG00000110108_TMEM109
929148_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
1055293_ENSG00000110108_TMEM109		ENSG00000110108_TMEM109
929149_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929151_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929152_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929158_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929159_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929161_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929162_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929165_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929166_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929167_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929168_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929171_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929172_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929175_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929176_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929177_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929178_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929180_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929181_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929185_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929186_ENSG00000170955_CAVIN3	Peak_644	ENSG00000170955_CAVIN3
929188_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929189_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929190_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929191_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
929199_ENSG00000170955_CAVIN3		ENSG00000170955_CAVIN3
1056063_ENSG00000167987_VPS37C		ENSG00000167987_VPS37C
1056268_ENSG00000229183_PGA4		ENSG00000229183_PGA4
1057608_ENSG00000134780_DAGLA	Peak_3407	ENSG00000134780_DAGLA
1057664_ENSG00000134780_DAGLA		ENSG00000134780_DAGLA
1057673_ENSG00000134780_DAGLA		ENSG00000134780_DAGLA
1058083_ENSG00000149485_FADS1	Peak_3448	ENSG00000149485_FADS1
1058084_ENSG00000149485_FADS1	Peak_3448	ENSG00000149485_FADS1
1058089_ENSG00000149485_FADS1	Peak_3448	ENSG00000149485_FADS1
1058090_ENSG00000149485_FADS1	Peak_3448	ENSG00000149485_FADS1
1058593_ENSG00000167996_FTH1	Peak_3483	ENSG00000167996_FTH1
1060483_ENSG00000162194_LBHD1	Peak_3591	ENSG00000162194_LBHD1
1060484_ENSG00000162194_LBHD1	Peak_3591	ENSG00000162194_LBHD1
1060485_ENSG00000162194_LBHD1	Peak_3591	ENSG00000162194_LBHD1
1060494_ENSG00000162194_LBHD1	Peak_3591	ENSG00000162194_LBHD1
1060496_ENSG00000162194_LBHD1	Peak_3591	ENSG00000162194_LBHD1
1060512_ENSG00000162194_LBHD1		ENSG00000162194_LBHD1
1060518_ENSG00000162194_LBHD1		ENSG00000162194_LBHD1
1060523_ENSG00000162194_LBHD1		ENSG00000162194_LBHD1
1060530_ENSG00000162194_LBHD1		ENSG00000162194_LBHD1
1060578_ENSG00000162194_LBHD1	Peak_3594	ENSG00000162194_LBHD1
1063145_ENSG00000176485_PLA2G16		ENSG00000176485_PLA2G16
1063147_ENSG00000176485_PLA2G16		ENSG00000176485_PLA2G16
1063157_ENSG00000176485_PLA2G16		ENSG00000176485_PLA2G16
1063255_ENSG00000176485_PLA2G16	Peak_3662	ENSG00000176485_PLA2G16
1063259_ENSG00000176485_PLA2G16	Peak_3662	ENSG00000176485_PLA2G16
1063265_ENSG00000176485_PLA2G16	Peak_3662	ENSG00000176485_PLA2G16
1063271_ENSG00000176485_PLA2G16	Peak_3662	ENSG00000176485_PLA2G16
1063275_ENSG00000176485_PLA2G16	Peak_3662	ENSG00000176485_PLA2G16
1063678_ENSG00000184743_ATL3	Peak_3696	ENSG00000184743_ATL3
1063772_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1063782_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1063810_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1063872_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1063975_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064018_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064021_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064022_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064027_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064029_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064034_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064051_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064057_ENSG00000184743_ATL3		ENSG00000184743_ATL3
1064894_ENSG00000149761_NUDT22		ENSG00000149761_NUDT22
1065641_ENSG00000162302_RPS6KA4	Peak_3828	ENSG00000162302_RPS6KA4
1065641_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065645_ENSG00000162302_RPS6KA4	Peak_3828	ENSG00000162302_RPS6KA4
1065645_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065646_ENSG00000162302_RPS6KA4	Peak_3828	ENSG00000162302_RPS6KA4
1065646_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065650_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065653_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065654_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065656_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065661_ENSG00000162302_RPS6KA4	Peak_3831	ENSG00000162302_RPS6KA4
1065661_ENSG00000162302_RPS6KA4	Peak_3832	ENSG00000162302_RPS6KA4
1065690_ENSG00000162302_RPS6KA4	Peak_3832	ENSG00000162302_RPS6KA4
1065699_ENSG00000162302_RPS6KA4		ENSG00000162302_RPS6KA4
1065723_ENSG00000162302_RPS6KA4		ENSG00000162302_RPS6KA4
1068988_ENSG00000168056_LTBP3	Peak_4053	ENSG00000168056_LTBP3
1069001_ENSG00000168056_LTBP3		ENSG00000168056_LTBP3
1070169_ENSG00000172500_FIBP	Peak_4142	ENSG00000172500_FIBP
1070169_ENSG00000175550_DRAP1	Peak_4142	ENSG00000175550_DRAP1
1070180_ENSG00000172500_FIBP	Peak_4142	ENSG00000172500_FIBP
1070180_ENSG00000175550_DRAP1	Peak_4142	ENSG00000175550_DRAP1
1070203_ENSG00000172500_FIBP	Peak_4142	ENSG00000172500_FIBP
1070203_ENSG00000175550_DRAP1	Peak_4142	ENSG00000175550_DRAP1
1070246_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070246_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070257_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070257_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070268_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070268_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070274_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070274_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070275_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070275_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070276_ENSG00000172500_FIBP	Peak_4144	ENSG00000172500_FIBP
1070276_ENSG00000175550_DRAP1	Peak_4144	ENSG00000175550_DRAP1
1070277_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070277_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070287_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070293_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070293_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070300_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070300_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070306_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070306_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070309_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070309_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070310_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070310_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070315_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070315_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070316_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070316_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070322_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070322_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070325_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070325_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070333_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070333_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070336_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070336_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070351_ENSG00000172500_FIBP	Peak_4149	ENSG00000172500_FIBP
1070351_ENSG00000175550_DRAP1	Peak_4149	ENSG00000175550_DRAP1
1070357_ENSG00000172500_FIBP		ENSG00000172500_FIBP
1070357_ENSG00000175550_DRAP1		ENSG00000175550_DRAP1
1070362_ENSG00000172500_FIBP	Peak_4150	ENSG00000172500_FIBP
1070362_ENSG00000175550_DRAP1	Peak_4150	ENSG00000175550_DRAP1
1070375_ENSG00000172500_FIBP	Peak_4150	ENSG00000172500_FIBP
1070375_ENSG00000175550_DRAP1	Peak_4150	ENSG00000175550_DRAP1
1070377_ENSG00000172500_FIBP	Peak_4150	ENSG00000172500_FIBP
1070377_ENSG00000175550_DRAP1	Peak_4150	ENSG00000175550_DRAP1
1070397_ENSG00000172500_FIBP	Peak_4152	ENSG00000172500_FIBP
1070397_ENSG00000172500_FIBP	Peak_4153	ENSG00000172500_FIBP
1070397_ENSG00000175550_DRAP1	Peak_4152	ENSG00000175550_DRAP1
1070397_ENSG00000175550_DRAP1	Peak_4153	ENSG00000175550_DRAP1
1070408_ENSG00000172500_FIBP	Peak_4152	ENSG00000172500_FIBP
1070408_ENSG00000172500_FIBP	Peak_4153	ENSG00000172500_FIBP
1070408_ENSG00000175550_DRAP1	Peak_4152	ENSG00000175550_DRAP1
1070408_ENSG00000175550_DRAP1	Peak_4153	ENSG00000175550_DRAP1
1075102_ENSG00000110711_AIP		ENSG00000110711_AIP
1076491_ENSG00000110719_TCIRG1	Peak_4441	ENSG00000110719_TCIRG1
1076491_ENSG00000110719_TCIRG1	Peak_4443	ENSG00000110719_TCIRG1
1076495_ENSG00000110719_TCIRG1	Peak_4441	ENSG00000110719_TCIRG1
1076495_ENSG00000110719_TCIRG1	Peak_4443	ENSG00000110719_TCIRG1
1087117_ENSG00000149357_LAMTOR1	Peak_4754	ENSG00000149357_LAMTOR1
1087120_ENSG00000149357_LAMTOR1	Peak_4754	ENSG00000149357_LAMTOR1
1087121_ENSG00000149357_LAMTOR1	Peak_4754	ENSG00000149357_LAMTOR1
1090077_ENSG00000175591_P2RY2	Peak_4960	ENSG00000175591_P2RY2
1090079_ENSG00000175591_P2RY2	Peak_4960	ENSG00000175591_P2RY2
1097291_ENSG00000198382_UVRAG	Peak_5293	ENSG00000198382_UVRAG
932936_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932936_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932936_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932936_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932938_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932938_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932938_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932938_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932943_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932943_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932943_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932943_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932945_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932945_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932945_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932945_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932947_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932947_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932947_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932947_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932948_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932948_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932948_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932948_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932951_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932951_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932951_ENSG00000166387_PPFIBP2	Peak_798	ENSG00000166387_PPFIBP2
932951_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932951_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932951_ENSG00000166394_CYB5R2	Peak_798	ENSG00000166394_CYB5R2
932952_ENSG00000166387_PPFIBP2	Peak_796	ENSG00000166387_PPFIBP2
932952_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932952_ENSG00000166387_PPFIBP2	Peak_798	ENSG00000166387_PPFIBP2
932952_ENSG00000166394_CYB5R2	Peak_796	ENSG00000166394_CYB5R2
932952_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
932952_ENSG00000166394_CYB5R2	Peak_798	ENSG00000166394_CYB5R2
932955_ENSG00000166387_PPFIBP2	Peak_797	ENSG00000166387_PPFIBP2
932955_ENSG00000166387_PPFIBP2	Peak_798	ENSG00000166387_PPFIBP2
932955_ENSG00000166394_CYB5R2	Peak_797	ENSG00000166394_CYB5R2
