chic_feature	atac_feature	rna_feature
4081832_ENSG00000198218_QRICH1	Peak_96282	ENSG00000198218_QRICH1
4082293_ENSG00000145029_NICN1	Peak_96307	ENSG00000145029_NICN1
4082293_ENSG00000198218_QRICH1	Peak_96307	ENSG00000198218_QRICH1
4082407_ENSG00000145029_NICN1		ENSG00000145029_NICN1
4082407_ENSG00000198218_QRICH1		ENSG00000198218_QRICH1
4092127_ENSG00000163935_SFMBT1	Peak_96693	ENSG00000163935_SFMBT1
4096786_ENSG00000157445_CACNA2D3		ENSG00000157445_CACNA2D3
4096788_ENSG00000157445_CACNA2D3		ENSG00000157445_CACNA2D3
4096793_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096794_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096796_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096799_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096802_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096803_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096804_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096806_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096807_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096809_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096827_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4096829_ENSG00000157445_CACNA2D3	Peak_96795	ENSG00000157445_CACNA2D3
4101293_ENSG00000163947_ARHGEF3	Peak_96839	ENSG00000163947_ARHGEF3
4101296_ENSG00000163947_ARHGEF3	Peak_96839	ENSG00000163947_ARHGEF3
4101296_ENSG00000163947_ARHGEF3	Peak_96841	ENSG00000163947_ARHGEF3
4101313_ENSG00000163947_ARHGEF3	Peak_96839	ENSG00000163947_ARHGEF3
4101313_ENSG00000163947_ARHGEF3	Peak_96841	ENSG00000163947_ARHGEF3
4104663_ENSG00000136068_FLNB	Peak_96969	ENSG00000136068_FLNB
4104665_ENSG00000136068_FLNB	Peak_96969	ENSG00000136068_FLNB
4104665_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104677_ENSG00000136068_FLNB	Peak_96969	ENSG00000136068_FLNB
4104677_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104678_ENSG00000136068_FLNB	Peak_96969	ENSG00000136068_FLNB
4104678_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104679_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104680_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104681_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104682_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104686_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104688_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104689_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104692_ENSG00000136068_FLNB	Peak_96971	ENSG00000136068_FLNB
4104706_ENSG00000136068_FLNB		ENSG00000136068_FLNB
4125237_ENSG00000144741_SLC25A26		ENSG00000144741_SLC25A26
4125250_ENSG00000144741_SLC25A26		ENSG00000144741_SLC25A26
4125267_ENSG00000144741_SLC25A26		ENSG00000144741_SLC25A26
4125269_ENSG00000144741_SLC25A26	Peak_97288	ENSG00000144741_SLC25A26
4125276_ENSG00000144741_SLC25A26	Peak_97288	ENSG00000144741_SLC25A26
4125293_ENSG00000144741_SLC25A26	Peak_97288	ENSG00000144741_SLC25A26
4125298_ENSG00000144741_SLC25A26	Peak_97288	ENSG00000144741_SLC25A26
4125302_ENSG00000144741_SLC25A26		ENSG00000144741_SLC25A26
4125308_ENSG00000144741_SLC25A26		ENSG00000144741_SLC25A26
4126314_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126315_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126316_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126317_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126318_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126322_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126324_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126327_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126329_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126335_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126336_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126338_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126339_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4126340_ENSG00000144749_LRIG1		ENSG00000144749_LRIG1
4127696_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4127698_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4127708_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4127710_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4127711_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4127805_ENSG00000172340_SUCLG2		ENSG00000172340_SUCLG2
4131764_ENSG00000144746_ARL6IP5	Peak_97377	ENSG00000144746_ARL6IP5
4131773_ENSG00000144746_ARL6IP5	Peak_97377	ENSG00000144746_ARL6IP5
4131776_ENSG00000144746_ARL6IP5	Peak_97377	ENSG00000144746_ARL6IP5
4138212_ENSG00000163412_EIF4E3		ENSG00000163412_EIF4E3
4138214_ENSG00000163412_EIF4E3		ENSG00000163412_EIF4E3
4138216_ENSG00000163412_EIF4E3		ENSG00000163412_EIF4E3
4161086_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161104_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161108_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161127_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161143_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161158_ENSG00000114480_GBE1	Peak_97984	ENSG00000114480_GBE1
4161160_ENSG00000114480_GBE1	Peak_97984	ENSG00000114480_GBE1
4161163_ENSG00000114480_GBE1	Peak_97984	ENSG00000114480_GBE1
4161178_ENSG00000114480_GBE1		ENSG00000114480_GBE1
4161203_ENSG00000114480_GBE1	Peak_97989	ENSG00000114480_GBE1
3980341_ENSG00000196220_SRGAP3	Peak_93111	ENSG00000196220_SRGAP3
3982547_ENSG00000114026_OGG1		ENSG00000114026_OGG1
3982581_ENSG00000114026_OGG1	Peak_93171	ENSG00000114026_OGG1
3982633_ENSG00000114026_OGG1	Peak_93174	ENSG00000114026_OGG1
3982669_ENSG00000114026_OGG1	Peak_93180	ENSG00000114026_OGG1
3982703_ENSG00000114026_OGG1	Peak_93184	ENSG00000114026_OGG1
4455718_ENSG00000109667_SLC2A9	Peak_105217	ENSG00000109667_SLC2A9
4433793_ENSG00000127415_IDUA	Peak_104596	ENSG00000127415_IDUA
4457110_ENSG00000178163_ZNF518B		ENSG00000178163_ZNF518B
4679409_ENSG00000138801_PAPSS1		ENSG00000138801_PAPSS1
4684174_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684177_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684203_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684225_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684226_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684229_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684231_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684233_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684235_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684239_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684242_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684243_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684244_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684245_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684257_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684260_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684262_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684264_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684274_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684275_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684293_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684296_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684304_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684305_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684309_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684315_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684317_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684319_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4684321_ENSG00000005059_MCUB		ENSG00000005059_MCUB
4690329_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690354_ENSG00000073331_ALPK1	Peak_109488	ENSG00000073331_ALPK1
4690377_ENSG00000073331_ALPK1	Peak_109488	ENSG00000073331_ALPK1
4690381_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690395_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690402_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690402_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690403_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690403_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690404_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690404_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690411_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690411_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690413_ENSG00000073331_ALPK1	Peak_109490	ENSG00000073331_ALPK1
4690413_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690425_ENSG00000073331_ALPK1	Peak_109492	ENSG00000073331_ALPK1
4690432_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690448_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690452_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690453_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690454_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690456_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690458_ENSG00000073331_ALPK1	Peak_109494	ENSG00000073331_ALPK1
4690464_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690468_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690469_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690472_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690482_ENSG00000073331_ALPK1		ENSG00000073331_ALPK1
4690483_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690488_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690490_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690494_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690495_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690497_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690497_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690498_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690498_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690499_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690499_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690501_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690501_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690502_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690502_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690504_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690504_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690506_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690506_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4690507_ENSG00000073331_ALPK1	Peak_109497	ENSG00000073331_ALPK1
4690507_ENSG00000073331_ALPK1	Peak_109500	ENSG00000073331_ALPK1
4693354_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4693391_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4693396_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4693402_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4693410_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694175_ENSG00000145349_CAMK2D	Peak_109561	ENSG00000145349_CAMK2D
4694175_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694181_ENSG00000145349_CAMK2D	Peak_109561	ENSG00000145349_CAMK2D
4694181_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694181_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694183_ENSG00000145349_CAMK2D	Peak_109561	ENSG00000145349_CAMK2D
4694183_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694183_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694185_ENSG00000145349_CAMK2D	Peak_109561	ENSG00000145349_CAMK2D
4694185_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694185_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694188_ENSG00000145349_CAMK2D	Peak_109561	ENSG00000145349_CAMK2D
4694188_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694188_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694192_ENSG00000145349_CAMK2D	Peak_109562	ENSG00000145349_CAMK2D
4694192_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694195_ENSG00000145349_CAMK2D	Peak_109565	ENSG00000145349_CAMK2D
4694220_ENSG00000145349_CAMK2D	Peak_109567	ENSG00000145349_CAMK2D
4694251_ENSG00000145349_CAMK2D	Peak_109572	ENSG00000145349_CAMK2D
4694251_ENSG00000145349_CAMK2D	Peak_109574	ENSG00000145349_CAMK2D
4694258_ENSG00000145349_CAMK2D	Peak_109572	ENSG00000145349_CAMK2D
4694258_ENSG00000145349_CAMK2D	Peak_109574	ENSG00000145349_CAMK2D
4694271_ENSG00000145349_CAMK2D	Peak_109574	ENSG00000145349_CAMK2D
4694271_ENSG00000145349_CAMK2D	Peak_109576	ENSG00000145349_CAMK2D
4694272_ENSG00000145349_CAMK2D	Peak_109576	ENSG00000145349_CAMK2D
4694276_ENSG00000145349_CAMK2D	Peak_109576	ENSG00000145349_CAMK2D
4694283_ENSG00000145349_CAMK2D	Peak_109576	ENSG00000145349_CAMK2D
4694294_ENSG00000145349_CAMK2D	Peak_109576	ENSG00000145349_CAMK2D
4694311_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694318_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694320_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694331_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694339_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694342_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694343_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694346_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694349_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694353_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694354_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694362_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694363_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4694364_ENSG00000145349_CAMK2D		ENSG00000145349_CAMK2D
4711898_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711899_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711904_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711911_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711913_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711936_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711954_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711956_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711969_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711972_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711973_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711976_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711978_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4711998_ENSG00000123737_EXOSC9		ENSG00000123737_EXOSC9
4714174_ENSG00000181004_BBS12	Peak_109847	ENSG00000181004_BBS12
4714200_ENSG00000181004_BBS12		ENSG00000181004_BBS12
4714202_ENSG00000181004_BBS12		ENSG00000181004_BBS12
4714203_ENSG00000181004_BBS12		ENSG00000181004_BBS12
4434433_ENSG00000163945_UVSSA		ENSG00000163945_UVSSA
4434438_ENSG00000163945_UVSSA		ENSG00000163945_UVSSA
4751708_ENSG00000109390_NDUFC1		ENSG00000109390_NDUFC1
4751710_ENSG00000109390_NDUFC1		ENSG00000109390_NDUFC1
4751712_ENSG00000109390_NDUFC1		ENSG00000109390_NDUFC1
4767398_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767398_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767398_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767401_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767401_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767401_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767404_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767404_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767404_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767405_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767405_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767405_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767407_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767407_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767407_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767408_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767408_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767408_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767411_ENSG00000164167_LSM6	Peak_110670	ENSG00000164167_LSM6
4767411_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767411_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767416_ENSG00000164167_LSM6	Peak_110671	ENSG00000164167_LSM6
4767416_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767417_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767420_ENSG00000164167_LSM6	Peak_110672	ENSG00000164167_LSM6
4767749_ENSG00000120519_SLC10A7		ENSG00000120519_SLC10A7
4767750_ENSG00000120519_SLC10A7		ENSG00000120519_SLC10A7
4783074_ENSG00000164144_ARFIP1		ENSG00000164144_ARFIP1
4783131_ENSG00000164144_ARFIP1		ENSG00000164144_ARFIP1
4469180_ENSG00000118564_FBXL5		ENSG00000118564_FBXL5
4469465_ENSG00000109743_BST1	Peak_105550	ENSG00000109743_BST1
4469467_ENSG00000109743_BST1	Peak_105550	ENSG00000109743_BST1
4469482_ENSG00000109743_BST1	Peak_105550	ENSG00000109743_BST1
4469483_ENSG00000109743_BST1		ENSG00000109743_BST1
4795052_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795076_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795079_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795080_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795087_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795091_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795121_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795147_ENSG00000164125_GASK1B	Peak_111237	ENSG00000164125_FAM198B
4795178_ENSG00000164125_GASK1B	Peak_111243	ENSG00000164125_FAM198B
4795179_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795180_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795183_ENSG00000164125_GASK1B	Peak_111247	ENSG00000164125_FAM198B
4795185_ENSG00000164125_GASK1B	Peak_111247	ENSG00000164125_FAM198B
4795190_ENSG00000164125_GASK1B	Peak_111247	ENSG00000164125_FAM198B
4795355_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795356_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795357_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795366_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795376_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795400_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795401_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795402_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795463_ENSG00000164124_TMEM144	Peak_111256	ENSG00000164124_TMEM144
4795463_ENSG00000164125_GASK1B	Peak_111256	ENSG00000164125_FAM198B
4795470_ENSG00000164124_TMEM144	Peak_111256	ENSG00000164124_TMEM144
4795470_ENSG00000164125_GASK1B	Peak_111256	ENSG00000164125_FAM198B
4795473_ENSG00000164124_TMEM144	Peak_111256	ENSG00000164124_TMEM144
4795473_ENSG00000164125_GASK1B	Peak_111256	ENSG00000164125_FAM198B
4795478_ENSG00000164124_TMEM144	Peak_111256	ENSG00000164124_TMEM144
4795478_ENSG00000164125_GASK1B	Peak_111256	ENSG00000164125_FAM198B
4795479_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795479_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795480_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795480_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795485_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795485_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795488_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795488_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795489_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795489_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795491_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795491_ENSG00000164125_GASK1B		ENSG00000164125_FAM198B
4795498_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795508_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795509_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795510_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795511_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795515_ENSG00000164124_TMEM144		ENSG00000164124_TMEM144
4795540_ENSG00000164124_TMEM144	Peak_111257	ENSG00000164124_TMEM144
4795565_ENSG00000164124_TMEM144	Peak_111257	ENSG00000164124_TMEM144
4795565_ENSG00000164124_TMEM144	Peak_111260	ENSG00000164124_TMEM144
4795565_ENSG00000164124_TMEM144	Peak_111262	ENSG00000164124_TMEM144
4795577_ENSG00000164124_TMEM144	Peak_111260	ENSG00000164124_TMEM144
4795577_ENSG00000164124_TMEM144	Peak_111262	ENSG00000164124_TMEM144
4795577_ENSG00000164124_TMEM144	Peak_111264	ENSG00000164124_TMEM144
4795578_ENSG00000164124_TMEM144	Peak_111260	ENSG00000164124_TMEM144
4795578_ENSG00000164124_TMEM144	Peak_111262	ENSG00000164124_TMEM144
4795578_ENSG00000164124_TMEM144	Peak_111264	ENSG00000164124_TMEM144
4795767_ENSG00000164124_TMEM144	Peak_111276	ENSG00000164124_TMEM144
4795768_ENSG00000164124_TMEM144	Peak_111276	ENSG00000164124_TMEM144
4795771_ENSG00000164124_TMEM144	Peak_111276	ENSG00000164124_TMEM144
4796787_ENSG00000171503_ETFDH		ENSG00000171503_ETFDH
4796788_ENSG00000171503_ETFDH		ENSG00000171503_ETFDH
4796803_ENSG00000171503_ETFDH		ENSG00000171503_ETFDH
4796808_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796811_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796822_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796829_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796829_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796832_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796832_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796839_ENSG00000171503_ETFDH	Peak_111304	ENSG00000171503_ETFDH
4796839_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796850_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796850_ENSG00000171503_ETFDH	Peak_111307	ENSG00000171503_ETFDH
4796855_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796855_ENSG00000171503_ETFDH	Peak_111307	ENSG00000171503_ETFDH
4796864_ENSG00000171503_ETFDH	Peak_111306	ENSG00000171503_ETFDH
4796864_ENSG00000171503_ETFDH	Peak_111307	ENSG00000171503_ETFDH
4811341_ENSG00000170088_TMEM192		ENSG00000170088_TMEM192
4811349_ENSG00000170088_TMEM192		ENSG00000170088_TMEM192
4811352_ENSG00000170088_TMEM192		ENSG00000170088_TMEM192
4811354_ENSG00000170088_TMEM192		ENSG00000170088_TMEM192
4821186_ENSG00000154447_SH3RF1	Peak_111673	ENSG00000154447_SH3RF1
4821186_ENSG00000154447_SH3RF1	Peak_111674	ENSG00000154447_SH3RF1
4821187_ENSG00000154447_SH3RF1	Peak_111673	ENSG00000154447_SH3RF1
4821187_ENSG00000154447_SH3RF1	Peak_111674	ENSG00000154447_SH3RF1
4821195_ENSG00000154447_SH3RF1	Peak_111673	ENSG00000154447_SH3RF1
4821195_ENSG00000154447_SH3RF1	Peak_111674	ENSG00000154447_SH3RF1
